pmid,title,year,abstract
41527518,UMI-77 Ameliorates Lipopolysaccharide-Induced Sepsis-Associated Encephalopathy by Modulating the Brain-Gut Axis.,2026,"PURPOSE: Sepsis-associated encephalopathy (SAE) is a common neurological complication of sepsis. UMI-77 has shown unique benefits in modulating inflammation to improve sepsis. However, the exact role of UMI-77 in the treatment of SAE and its mechanism are unknown. AIM: This article analyzes UMI-77 based on metabolomics and explores its mechanism of action in treating SAE based on the brain-gut axis. METHOD: In this study, hematoxylin and eosin (H&E) and immunofluorescence staining were used to evaluate the therapeutic effect of UMI-77 on SAE mice. Applying untargeted metabolomics analysis, the metabolic changes in the brain and intestines of septic mice treated with UMI-77 were examined. Furthermore, Receiver Operating Characteristic (ROC) analysis was used to select predictive biomarkers for exploring the mechanism of UMI-77 in treating SAE. FINDINGS: Sixty-six significant biomarkers in the brain were found and selected with the aid of untargeted the metabolomic method. Metabolic pathway analysis indicates that these differential metabolites are mainly involved in the metabolism of linoleic acid, biosynthesis of phenylalanine, tyrosine, and tryptophan, and phenylalanine metabolism. Seventy-eight important biomarkers were identified and selected in the intestine; metabolic pathway analysis revealed that these differential metabolites were mainly involved in phenylalanine, tyrosine, and tryptophan biosynthesis, and biotin metabolism. L-phenylalanine, L-tyrosine, and 5-hydroxy-tryptophan are the most important metabolites. CONCLUSION: UMI-77 plays a positive regulatory role in disrupting the gut microbiota of mice through pathways such as the biosynthesis of phenylalanine, tyrosine, and tryptophan, and can significantly improve neurological function and reduce apoptosis of brain tissue cells."
41525335,Role of Sepsis Markers as Potential Biomarkers for Inflammatory Bowel Disease: A Prospective Observational Study.,2025,"GOALS: This study aimed to investigate whether sepsis markers act as biomarkers of ulcerative colitis (UC) and Crohn's disease (CD). BACKGROUND: The identification of noninvasive biomarkers for inflammatory bowel disease (IBD) is advantageous. This prospective observational study investigated whether the sepsis markers, interleukin-6 (IL-6), presepsin (PSEP), procalcitonin (PCT), and pentraxin 3 (PTX3), act as biomarkers of UC and CD. STUDY: Patients with UC or CD underwent endoscopy and assessment of the abovementioned sepsis markers, C-reactive protein (CRP), and leucine-rich alpha 2 glycoprotein (LRG). We prospectively examined the association of these markers with clinical activity and endoscopic scores, including the Mayo endoscopic subscore (MES) and simple endoscopic score for Crohn's disease (SES-CD). RESULTS: Eighty-eight patients with UC and 49 patients with CD were enrolled. MES significantly correlated with LRG, CRP, IL-6, PSEP, and PTX3 in patients with UC. SES-CD significantly correlated with LRG, CRP, IL-6, and PTX3 in patients with CD. In UC, MES to 3 groups showed significantly higher LRG, CRP, and IL-6 levels than the MES 0 to 1 groups. The LRG, CRP, IL-6, PSEP, and PTX3 levels were significantly higher in the SES-CD >/=3 group than in the SES-CD </=2 group. CONCLUSIONS: IL-6 in UC and IL-6, PSEP, and PTX3 in CD are potential biomarkers. Overall, our findings could promote better management of IBD."
41522719,Prognostic Nutritional Index as a Novel Biomarker for Predicting Prognosis in Sepsis-Associated Encephalopathy: A Multicenter Retrospective Cohort Study.,2026,"BACKGROUND: Sepsis-associated encephalopathy (SAE) has a high mortality rate with limited prognostic biomarkers. We investigated the relationship between the Prognostic Nutritional Index (PNI) and SAE outcomes. METHODS: This multicenter cohort study (2008-2019) enrolled 3202 SAE patients. The primary outcome was 28-day all-cause mortality. Multivariable-adjusted analyses (logistic regression, propensity score matching, and inverse probability weighting) assessed PNI's prognostic value, supplemented by generalized additive models (GAMs), Kaplan-Meier, and ROC analyses. External validation was performed. RESULTS: PNI independently predicted 28-day mortality (adjusted OR: 0.85; 95% CI: 0.77-0.93). The GAM identified PNI = 34 as the optimal prognostic threshold. Patients with PNI < 34 had higher 28-day mortality than those with PNI >/= 34 in both original and validation cohorts (p < 0.001). ROC analysis demonstrated strong discrimination in the original cohort (AUC = 0.879; sensitivity = 0.878; specificity = 0.880) and the validation cohort (AUC = 0.724). Higher PNI correlated with better neurological function (Glasgow Coma Scale, p < 0.001). CONCLUSIONS: This multicenter study establishes the PNI as an independent predictor of 28-day mortality in patients with SAE. We identified that SAE patients with PNI < 34 exhibited significantly higher 28-day mortality rates and worse neurological function."
41522506,Platelet-lymphocyte ratio and its dynamic changes predict mortality in septic acute kidney injury patients: a retrospective multi-center study using U.S. database and Chinese hospital data.,2026,"BACKGROUND: The platelet-to-lymphocyte ratio (PLR), a readily available marker that integrates systemic inflammatory burden and immune competence, has emerged as a cost-effective prognostic biomarker in critical care medicine. Elevated PLR has been linked to adverse outcomes across a spectrum of critical illnesses, yet its utility in predicting prognosis among patients with septic acute kidney injury (AKI) remains undefined. Moreover, little is known about how in-hospital trajectories of PLR influence survival outcomes. METHOD: This retrospective study employed data from the Medical Information Mart for Intensive Care IV and West China Hospital of Sichuan University. The primary endpoints were 28-day and 90-day all-cause mortality. The association between baseline PLR/changes in PLR (DeltaPLR) and 28-day and 90-day mortality was investigated by survival analysis and Cox proportional hazards models. DeltaPLR was calculated as PLR at discharge minus PLR at admission. Patients were stratified based on optimal PLR cut-off values determined from the training cohort, and results were validated internally and externally. Predefined subgroup analyses probed for effect modification across key clinical populations, and mediation analysis was conducted to quantify intermediate variables linking PLR/DeltaPLR dynamics to patient outcomes. RESULT: A total of 1,478 patients were included in the baseline-PLR cohort and 982 in the DeltaPLR cohort. In the training set, an elevated baseline PLR (>/=335.44) was associated with significantly higher 28-day mortality (26.56% vs. 18.66%, P = 0.009) and 90-day mortality (46.48% vs. 35.61%, P = 0.003). These findings were confirmed in both the internal validation cohort and an external cohort, and remained robust after adjustment for demographic, clinical and laboratory confounders. Conversely, lower DeltaPLR also predicted the 28-day (14.81% vs. 6.94%, P = 0.007; HR = 2.261, P = 0.005) and 90-day mortality (24.07% vs. 15.41%, P = 0.029; HR = 1.702, P = 0.017), as well as prolonged hospital stay (28.64 vs. 21.64 days, P = 0.004). The associations between PLR or DeltaPLR and mortality remained robust after adjusting for confounding factors. Subgroup analyses indicated that the prognostic value of PLR was particularly pronounced in non-urinary tract infection patients, and a low baseline PLR conferred a significant survival benefit in male patients. Mediation analysis revealed that changes in white blood cell count (DeltaWBC) mediated 27.99% of the association between DeltaPLR and 28-day mortality. CONCLUSION: Both baseline PLR and its dynamic change during hospitalization may serve as significant predictors of mortality in septic AKI. PLR-based indices could aid in risk stratification and early identification of high-risk patients."
41520524,Inflammatory imbalance in ambulance patients is associated with sepsis and septic shock.,2026,"The host immune response in sepsis involves both pro- and anti-inflammatory mechanisms, with monocytes playing a central role in the process. We have previously identified an in vitro response profile of endotoxin (LPS) tolerant primary human monocytes, consisting of eight cytokines/chemokines as well as a set of five transcription factors. In the current study, we evaluated differences in expression levels of these investigated molecular markers across different patient groups (patients with or without infection, and with or without sepsis), and their association with clinical outcomes (septic shock and in-hospital mortality), among 809 ambulance patients. The results showed that patients with sepsis displayed the lowest HLA-DRA expression levels together with the lowest TNF/IL-10 ratio, while most other cytokine/chemokines and gene expressions were elevated. Higher levels of HGF, CCL8, CCL2, TNF and IL-10, as well as upregulation of HIF1A and NFKBIA were seen in septic patients with septic shock. The data suggests that the investigated immunological markers linked to immunosuppressed monocyte responses are associated with patients with sepsis and septic shock."
41517778,Association of lactate to albumin ratio with the severity and prognosis of patients with sepsis admitted to the emergency intensive care unit: A prospective cohort study.,2026,"The aim of this study is to evaluate the prognostic value of the lactate to albumin ratio (LAR) in predicting morbidity, acute kidney injury associated with sepsis (SA-AKI) and mortality in sepsis patients. This was a single-center prospective cohort study. All adult patients above the age of 18 with a diagnosis of sepsis who presented between January 1, 2024, and June 1, 2025, were included. The primary outcome was 28-day mortality, septic shock and SA-AKI. The patients were divided into non-shock group and shock group, non-acute kidney injury group and acute kidney injury group, survival group and death group for comparison. Group differences were significant based on LAR quartiles. Univariate and Logistic regression analyses showed that LAR was an independent risk factor for septic shock, septic acute kidney injury, and 28-day mortality. Elevated LAR stratification was associated with a significantly increased risk of shock, acute kidney injury, and 28-day mortality. LAR remained an independent risk factor for shock, acute kidney injury, and death when used as a continuous variable. Receiver operating characteristic (ROC) curve showed that the area under the curve (AUC) of septic shock was 0.705 (95% CI = 0.611-0.800) when the cutoff value of LAR was 0.106. When the cutoff value was 0.097, the AUC of sepsis-induced acute kidney injury was 0.762 (95% CI = 0.669-0.854). When the cutoff value was 0.098, the AUC of 28-day mortality was 0.863 (95% CI = 0.796-0.931). As the quartile of LAR layers increases, the risks of septic shock, SA-AKI and death gradually increased significantly. Early LAR has a certain predictive value for septic shock, SA-AKI and death outcomes."
41517447,Cetirizine and Dexamethasone in Sepsis: Insights into Maresin-1 Signaling and Cytokine Regulation.,2025,"Background/Objectives: Sepsis remains one of the leading causes of mortality, yet its etiopathogenesis is still not fully understood. This study aimed to investigate the effects of cetirizine and dexamethasone (alone and in combination) on serum levels of Maresin-1 (MaR-1), TNF-alpha, IFN-gamma, IL-1, IL-2, IL-6, IL-8, and IL-10 in a rat model of sepsis induced by the cecal ligation and puncture (CLP) method. Methods: Male Sprague Dawley rats aged 8-10 weeks were used and randomly divided into 7 groups, each containing 7 rats: Group 1 (Control), Group 2 (Sham), Group 3 (Sepsis), Group 4 (Sepsis + Saline), Group 5 (Sepsis + Cetirizine), Group 6 (Sepsis + Dexamethasone), and Group 7 (Sepsis + Cetirizine + Dexamethasone). Sepsis was induced via CLP in all groups except Control and Sham. Results: In the sepsis groups (G3-G7), neutrophil and white blood cell counts increased while lymphocyte counts decreased (p < 0.05). In groups treated with cetirizine and/or dexamethasone (G5-G7), a significant decrease in neutrophils and an increase in lymphocytes were observed. MaR-1 levels significantly decreased (p < 0.05) in all sepsis-induced groups compared to controls, while interleukin levels significantly increased. Cetirizine and dexamethasone supplementation significantly increased MaR-1 levels and decreased interleukin levels (p < 0.05). The combined treatment was more effective. Conclusions: This study is the first to highlight the potential of MaR-1 as a critical biomarker in sepsis diagnosis and monitoring, and cetirizine and dexamethasone, especially in combination, may represent a promising therapeutic option in sepsis management."
41517263,"Therapeutic Plasma Exchange in COVID-19-Associated Sepsis: IL-6 Dynamics, Inflammatory Phenotypes, and Short-Term Organ-Failure Trajectories in a Real-World Cohort.",2025,"Background and Objectives: In severe COVID-19-associated sepsis, therapeutic plasma exchange (TPE) is used as a rescue strategy to modulate cytokine and coagulation derangements, but its biomarker and organ-failure effects remain incompletely characterised. We evaluated peri-procedural changes in interleukin-6 (IL-6), other inflammatory markers, and Sequential Organ Failure Assessment (SOFA) scores according to TPE intensity, timing, and inflammatory phenotypes. Methods: We conducted a single-centre retrospective cohort study including 102 mechanically ventilated adults with COVID-19-associated sepsis who received >/=1 TPE session. Patients were grouped by number of sessions (1, 2, >/=3), timing (</=14 vs. >14 days from symptom onset), IL-6 responder status (>/=50% reduction), and two unsupervised inflammatory-thrombotic clusters. Peri-procedural changes (Delta) in biomarkers and SOFA were compared using non-parametric tests, with multivariable logistic and linear regression exploring predictors of IL-6 response and DeltaSOFA. Results: Baseline severity was similar across TPE-intensity groups, with median APACHE II scores of 11-12 and SOFA scores around 7 in all strata. Median IL-6 concentrations declined after TPE in each group (e.g., Delta -59.4 pg/mL after 1 session and Delta -65.1 pg/mL after >/=3 sessions), but between-group differences in DeltaIL-6 were not statistically significant (p = 0.276). By contrast, D-dimer exhibited a marked decline only in the 1-session group (median Delta -1.7 mg/L vs. ~0.0 mg/L in the 2- and >/=3-session groups; p < 0.001). Timing (early vs. late TPE) did not materially affect DeltaIL-6, DeltaCRP, DeltaSOFA (median 0.0 in both), or DeltaD-dimer. Overall, 50% of patients were IL-6 responders; baseline IL-6 was the only independent predictor (adjusted OR 1.9 per doubling, 95% CI 1.3-2.8). A hyperinflammatory-thrombotic cluster (n = 44) exhibited higher baseline IL-6 (612.3 vs. 92.4 pg/mL), more >/=3-session TPE (65.9% vs. 29.3%), and higher IL-6 responder rates (75.0% vs. 31.0%), but similar 28-day mortality (40.9% vs. 29.3%). Conclusions: In this real-world TPE programme, biochemical improvements-particularly IL-6 and D-dimer reductions in hyperinflammatory-thrombotic patients-were not consistently accompanied by short-term SOFA or survival benefits, underscoring the need for phenotype-guided and trial-based use."
41515668,Sequential Versus Non-Sequential Polymyxin B Hemoperfusion in Severe Sepsis and Septic Shock: A Real-World Cohort Analysis of Survival in an Asian ICU.,2026,"Background: Severe sepsis and septic shock remain major causes of ICU mortality despite advances in critical care. Polymyxin B hemoperfusion (PMX-HP) is widely used in Asia for refractory endotoxemia, yet the optimal session strategy remains unclear. Methods: We retrospectively analyzed adult ICU patients with severe sepsis or septic shock treated with PMX-HP between 2013 and 2019 in a tertiary center in Taiwan. Patients were divided into sequential (>/=2 sessions within 24 h) and non-sequential groups. The primary outcome was 28-day mortality; secondary outcomes included ICU and hospital mortality, length of stay, organ support, and vasoactive-inotropic score (VIS) changes. Results: Among 64 patients, 33 (51.6%) received sequential therapy. The 28-day mortality was 46.9%, with no difference between groups after adjustment for baseline severity. Patients receiving sequential PMX-HP had longer hospital stays and more frequent CRRT use, likely reflecting greater underlying disease severity rather than a causal effect of treatment sequencing. Conclusions: Multivariate analysis identified higher APACHE II score, positive VIS change, and CRRT requirement as independent predictors of mortality. Sequential therapy itself was not associated with improved outcomes. Prognosis in PMX-HP-treated patients is determined mainly by underlying severity and hemodynamic instability, underscoring the need for patient selection and biomarker-guided strategies rather than routine sequential use."
41515611,Predictive Factors of Early and One-Year Mortality in Patients with Acute Pancreatitis.,2026,"Background/Objectives: Acute Pancreatitis (AP) is an unpredictable inflammatory disease associated with high morbidity and significant mortality, particularly in severe forms. Early death is primarily linked to Systemic Inflammatory Response Syndrome (SIRS) and Multi-Organ Failure (MOF). The objective of this study was to identify objective clinical and laboratory predictors of early and one-year mortality in AP patients and to evaluate the prognostic accuracy of commonly used severity scoring systems. Methods: This prospective, observational study enrolled 50 adult patients admitted to the Intensive Care Unit (ICU) at the University Hospital Center Bezaniska Kosa. Patients with chronic pancreatitis, trauma-induced AP, or late presentation were excluded. Severity scores (APACHE II, BISAP, Ranson, Pancreas) and biomarkers (C-reactive protein, Procalcitonin) were collected at admission (0 h) and dynamically at 48 h, 72 h and day 7. Endpoints were early (in-hospital) and one-year mortality. Results: Overall mortality was 16% (n = 8). Mortality was significantly associated with sepsis/septic shock (p < 0.001), severe AP (p = 0.001), prolonged mechanical ventilation, and ICU stay. At admission, APACHE II (AUROC 0.813) and BISAP (AUROC 0.807) showed good accuracy. Reassessment at 48 h markedly improved prediction: APACHE II achieved excellent value (AUROC 0.917), and the Ranson score became a strong predictor (p < 0.001). Procalcitonin (PCT) was identified as a significant and superior predictor of mortality from 48 h onwards (p < 0.001), outperforming CRP. One-year survival was significantly shorter among patients with sepsis, septic shock, severe AP, and prolonged ICU stay. Conclusions: Dynamic assessment using clinical scoring systems, particularly APACHE II and BISAP within the first 48 h, provides reliable mortality prediction in acute pancreatitis. The presence of sepsis, severe disease, and the need for prolonged organ support are key mortality determinants. Serial PCT monitoring offers sensitive, incremental value for risk stratification and guiding intensive care decisions in both short- and long-term outcomes."
41515590,Exploring the Role of Cerebrospinal Fluid and Serum Mid-Regional Pro-Adrenomedullin in Tick-Borne Encephalitis: A Pilot Study.,2025,"Background: Adrenomedullin (ADM) is a multifunctional peptide with vasoregulatory, antimicrobial, and anti-inflammatory properties. Its stable fragment, mid-regional pro-adrenomedullin (MR-proADM), is a validated biomarker in sepsis and systemic infections, but its role in viral neuroinfections remains unexplored. Tick-borne encephalitis (TBE), caused by the tick-borne encephalitis virus (TBEV), is a major viral infection of the central nervous system (CNS) associated with long-term neurological sequelae. This study aimed to assess MR-proADM levels in cerebrospinal fluid (CSF) and serum of patients with TBE and to evaluate their diagnostic utility and pathophysiological significance. Methods: This retrospective observational study included 20 patients with confirmed TBE and 14 non-infectious neurological controls. MR-proADM concentrations were measured in paired CSF and serum samples using an ELISA assay. Statistical analyses included group comparisons (Mann-Whitney U test), correlation analyses (Spearman's r), and receiver operating characteristic (ROC) curve evaluation. Results: Serum MR-proADM levels at baseline (SER1) were significantly lower in TBE patients compared with controls (p = 0.0197). The CSF/serum MR-proADM ratio differed significantly between groups (p = 0.0063) and showed the best diagnostic performance (AUC = 0.816, 95% CI 0.63-0.93; sensitivity 79%, specificity 80%). MR-proADM concentrations in CSF correlated with total CSF protein (r = 0.53), suggesting an association with blood-CSF barrier dysfunction. Strong reproducibility was observed for serum MR-proADM between sampling points (r = 0.83). Conclusions: MR-proADM levels in CSF and serum are altered in patients with TBE, indicating its potential as a biomarker of CNS infection and inflammation. The CSF/serum MR-proADM ratio may serve as a sensitive indicator of blood-CSF barrier involvement, while decreased serum levels may reflect impaired systemic neuroprotective response. These findings highlight a possible role of ADM in neuroimmune regulation during viral encephalitis and warrant validation in larger prospective studies."
41509686,From Narrative to Navigation-A Translational Roadmap for AI-enabled Early Sepsis Prediction: Comment on Shanmugam et al.,2025,"How to cite this article: Vijayasimha M, Jayarajan D, Mir ZR. From Narrative to Navigation-A Translational Roadmap for AI-enabled Early Sepsis Prediction: Comment on Shanmugam et al. Indian J Crit Care Med 2025;29(12):1050-1051."
41509654,Integrating Mendelian randomization and multi-omics analysis unravels gut microbiota-driven metabolic mechanisms in sepsis and identifies diagnostic biomarkers through experimental validation.,2026,"Sepsis, a life-threatening systemic inflammatory syndrome, remains a leading cause of global mortality due to its complex pathophysiology and the lack of specific diagnostic biomarkers. Recent evidence highlights intricate interactions between the gut microbiota, metabolites, and host inflammatory responses; however, the causal relationships and underlying mechanisms remain poorly understood. We integrated Mendelian randomization (MR) with multi-omics approaches (including transcriptomics, untargeted metabolomics, and single-cell transcriptomics) to elucidate the causal relationships and underlying mechanisms between gut microbiota and their associated metabolites in the inflammatory response of sepsis. Building on this analysis, we employed machine learning algorithms to identify sepsis-specific diagnostic biomarkers derived from Prevotella 9, fatty acids, and PANoptosis-related genes. These key diagnostic genes were experimentally validated using a pulmonary sepsis organoid model. Seven gut microbiota taxa were identified as causally associated with sepsis, with Prevotella 9 demonstrating significant protective effects (odds ratio = 0.89, P = 0.01). The protective role of Prevotella 9 appears to be mediated through its regulation of fatty acid metabolism. Machine learning algorithms pinpointed three key diagnostic genes for sepsis: ABCC1, CYP1B1, and PPARG. Validation in an independent cohort (area under the receiver operating characteristic curve = 0.93) and the lung-derived organoid model confirmed their relevance. Functional analyses revealed that these genes are involved in immunometabolic pathways, including neutrophil regulation, oxidative stress, and macrophage polarization, and are predominantly expressed in monocytes. This study integrates MR and multi-omics analyses to reveal that Prevotella 9 may regulate sepsis through lipid metabolism. Additionally, three key genes (ABCC1, CYP1B1, and PPARG) were identified based on Prevotella 9, fatty acids, and PANoptosis, contributing to sepsis progression via the regulation of neutrophils, oxidative stress, and macrophage polarization. Monocytes may serve as potential cellular targets for sepsis."
41508097,Discovery of data quality issues in electronic health records: profound consequences for critical care medicine applications - a systematized review.,2026,"INTRODUCTION: Electronic health records (EHRs) in critical care settings generate vast amounts of data that increasingly drive machine learning (ML) models for clinical decision support, yet data quality issues may have profound consequences for downstream prediction, classification, and optimization applications. This study aims to systematically examine EHR data quality issues in critical care medicine and their impact on ML model performance, clinical outcomes, and patient safety. METHODS: We conducted a systematized review following expert-based questions, searching MEDLINE, Embase, IEEE Xplore, ACM Digital Library, CINAHL, Google Scholar, DBLP, Web of Science, and the Cochrane Library. Six distinct questions addressed missing data patterns, temporal data quality, bias and health equity, multi-modal integration, real-time monitoring, and institutional variability.  RESULTS: 281 relevant studies examining EHR data quality in critical care settings. After applying the eligibility criteria, 29 studies were selected. EHR data quality issues in critical care were pervasive and multifaceted. Missing data rates exceeded 80% for some variables, with 40% of predictive features being missingness indicators rather than actual values. EHR-related medication errors comprised 34% of all medication errors in ICUs, with one-third having life-threatening potential. Copy-paste prevalence reached 82% in residents' progress notes. ML model performance degraded significantly under real-world conditions, with external validation showing AUC drops from 0.76 to 0.63 for sepsis detection models. Temporal data quality deteriorated throughout ICU stays, with vital sign quality degrading at 60-75% of average length of stay. CONCLUSION: Data quality issues in critical care EHRs create cascading effects that compromise ML model reliability, clinical decision-making, and patient safety. The evidence demonstrates an urgent need for systematic data quality monitoring, bias-aware assessment methods, and comprehensive quality improvement frameworks specifically designed for critical care environments. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1186/s13054-025-05677-0."
41507830,Renal clearance of endogenous lithium as a marker of proximal tubule function in sepsis and sepsis-associated acute kidney injury : A prospective single-centre study.,2026,"BACKGROUND: Critically ill patients are at high risk of developing acute kidney injury (AKI). Precise functional biomarkers may be useful for monitoring renal tubular function in patients at risk of sepsis-associated AKI (SA-AKI) and to study its pathophysiology in vivo in humans. Lithium is passively reabsorbed in parallel with, and in proportion to, the reabsorption of sodium and water in the proximal tubule. The unreabsorbed fraction is almost entirely excreted in urine, and the fractional excretion of lithium thus provides a semiquantitative estimate of proximal sodium reabsorption. We hypothesized that endogenous lithium reabsorption is impaired in the early stages of SA-AKI. The aim of study was to measure renal clearance of endogenous lithium in patients with SA-AKI and in patients with sepsis without AKI. METHODS: Ten patients with SA-AKI and eight patients with non-AKI sepsis were studied, all without premorbid chronic kidney disease. Blood and urine samples were obtained at 8 AM, 2 PM and 8 PM over the course of a single study day and within the first 48 h after admission to the intensive care unit. Fractional excretion of lithium (FE(Li)) was calculated, and linear mixed-effects model statistics were applied to analyse data. RESULTS: FE(Li) was higher in the SA-AKI group compared with the non-AKI group (estimated mean difference 8.26%, p = 0.008) with median (interquartile range) FE(Li) 7.5 (4.6-14.8) % and 3.0 (1.3-4.5) %, respectively. Excluding patients receiving diuretics did not alter the estimated mean FE(Li) difference (8.79%, p = 0.004). Baseline estimated glomerular filtration rate, mean arterial pressure, and peak values for C-reactive protein were similar between groups (p = 0.98, 0.43, and 0.52, respectively). SOFA score and peak creatinine concentration during the entire hospital stay were significantly higher in the SA-AKI group (p < 0.001). CONCLUSIONS: The results indicate an efficient proximal tubular sodium reabsorption in the sepsis group without AKI, and significantly lower reabsorption in the SA-AKI group. Measurement of endogenous lithium clearance may become useful for studies of proximal tubule function in critically ill patients. TRIAL REGISTRATION: The study was registered at www.clinicaltrials.gov (NCT05982340). Date of registration: 31.7.2023."
41507797,Persistent stress hyperglycemia trajectories predict mortality in sepsis: a machine learning-enhanced cohort study.,2026,"BACKGROUND: Stress-induced hyperglycemia is a common metabolic derangement in sepsis linked to adverse outcomes. However, the prognostic significance of the dynamic trajectories of the stress hyperglycemia ratio (SHR) remains poorly understood. METHODS: We conducted a retrospective cohort study using data from the MIMIC-IV database. The SHR was calculated at six time points within the first 24 h of ICU admission. Group-based trajectory modeling (GBTM) was used to identify distinct SHR trajectory phenotypes. The associations between these trajectories and in-hospital, 28-day, and 90-day mortality were assessed using multivariable logistic and Cox regression models. The prognostic value of SHR trajectories was further validated using multiple machine learning models. RESULTS: Among 1,834 patients with sepsis, four distinct SHR trajectories were identified: 'Low-Stable', 'Moderate-Stable', 'High-Improving', and 'High-Persistent'. The 'High-Persistent' trajectory group displayed the highest inflammatory burden, greatest organ dysfunction, and worst mortality rates. After multivariable adjustment, the 'High-Persistent' trajectory was independently associated with increased 28-day mortality (HR 2.02, 95% CI 1.42-2.86), in-hospital mortality (OR 1.16, 95% CI 1.07-1.25), and 90-day mortality (HR 1.90, 95% CI 1.37-2.63; all P < 0.001). Feature selection algorithms consistently identified the SHR trajectory as a key predictor of mortality. The Gradient Boosting Machine (GBM) model, which incorporated the SHR trajectory, achieved excellent discrimination for 28-day mortality with an AUC of 0.863. CONCLUSIONS: Dynamic SHR trajectories identify distinct prognostic phenotypes in patients with sepsis. A persistently elevated SHR is a powerful, independent predictor of mortality, signifying a state of sustained and maladaptive metabolic stress. Integrating SHR trajectory analysis, particularly within machine learning frameworks, holds significant promise for advancing early risk stratification and personalizing glycemic management in critical care. CLINICAL TRIAL NUMBER: Not applicable. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1186/s12879-025-12467-0."
41505903,Clinical effectiveness of procalcitonin- or C-reactive protein-guided antibiotic discontinuation protocols for adult patients who are critically ill with sepsis: a rapid systematic review and meta-analysis.,2026,"INTRODUCTION: Antibiotics are a first-line treatment for sepsis, with guidelines recommending a 7- to 10-day course. Prolonged antibiotic use carries significant risks, prompting growing interest in using inflammatory biomarkers, such as procalcitonin or C-reactive protein, to guide clinical decision-making on the duration of antibiotic therapy in patients who are critically ill. This rapid systematic review aims to assess the effectiveness and safety of using procalcitonin- or C-reactive protein-guided protocols for antibiotic discontinuation in patients who are critically ill with sepsis. METHODS: We conducted systematic searches for articles published after January 2005 in relevant databases. Eligible studies included randomised controlled trials comparing procalcitonin- or C-reactive protein-guided protocols for antibiotic discontinuation with standard care, or with each other. Primary outcomes were duration of antibiotic therapy and mortality. Secondary outcomes included infection recurrences; secondary infections or superinfections; and the duration of intensive care and hospital stays. RESULTS: We identified 21 eligible studies. Moderate certainty evidence from 19 trials, involving 6382 patients, indicated that procalcitonin-guided protocols probably reduced antibiotic therapy by, on average, 2.0 days (95%CI -2.6 to -1.4) compared with standard care. Moderate certainty evidence from 18 trials, involving 6228 patients, suggested an average 5% reduction in mortality risk when using procalcitonin-guided protocols compared with standard care (risk ratio 0.95, 95%CI 0.83-1.07). The evidence regarding C-reactive protein-guided protocols versus standard care approaches remained unclear, with very low to low certainty evidence available. DISCUSSION: Combining relevant trials suggests that procalcitonin-guided discontinuation protocols may be both safe and effective for patients who are critically ill with sepsis, with no increased risk in mortality. In contrast, the evidence supporting C-reactive protein-guided protocols is limited. These findings underscore the potential importance of utilising procalcitonin to inform antimicrobial stewardship practices, particularly in critical care settings."
41504481,Clinical effect of in-house rapid diagnostic process on patients with bloodstream infections due to carbapenem-resistant bacteria or methicillin-resistant Staphylococcus aureus: a prospective cohort study.,2026,"Bloodstream infections caused by multidrug-resistant bacteria result in a high mortality rate. Little research has been carried out to analyze the clinical effects of laboratory-based rapid identification and susceptibility tests of the types of organisms responsible for these infections. We previously developed an ammonium chloride-based in-house workflow for direct pathogen identification and susceptibility testing from positive blood cultures, eliminating the need for subsequent overnight subculturing. In this study, we carried out a prospective single-center cohort study evaluating the outcomes associated with in-house rapid detection of carbapenem-resistant bacterial strains or methicillin-resistant Staphylococcus aureus directly from positive blood cultures. From 2018 to 2023, 584 patients with clinically significant monomicrobial bloodstream infections due to these strains were enrolled. Among the 584 patients, 412 were included in the final analysis, with 182 in the in-house group and 230 in the conventional group. The median time from positive blood culture to identification and susceptibility results was significantly shorter for the in-house rapid process than for the conventional process (P < 0.01). A decrease in laboratory report time improved the time to effective antibiotic therapy and increased the adjustment rate of effective antibiotics from 56.09% (129/230) to 70.33% (128/182) (P < 0.01). The 28-day all-cause mortality after occurrence of a bloodstream infection markedly decreased from 19.57% (45/230) to 9.34% (17/182) (P = 0.005). Our results indicate that the in-house rapid process improves the time to effective antibiotic therapy and significantly decreases patient mortality. This information should encourage the implementation of our in-house rapid diagnostic process for bloodstream infections. IMPORTANCE: In this study, we included only patients whose bloodstream infection was caused by carbapenem-resistant bacterial strains or methicillin-resistant Staphylococcus aureus, avoiding the interference of empirical treatment for sensitive strains and allowing a clearer evaluation of the effects of laboratory-based rapid workflows. Moreover, this study covered all bloodstream infection cases from 1 January 2018 to 30 June 2023, with patients randomly grouped to minimize confounding factors. The results of this study demonstrated that this laboratory-based rapid workflow significantly shortened laboratory reporting times, which led to improvements in the rate and timing of adjustment of effective antibiotic therapy and a significant decrease in the mortality of patients with bloodstream infections. To the best of our knowledge, few studies have employed such a procedure to analyze clinical effects. Therefore, we believe that our research findings will encourage the implementation of laboratory-based rapid diagnosis for bloodstream infections."
