pmid,title,year,abstract
19940835,"Acute HIV infection - New York City, 2008.",2009,"Acute human immunodeficiency virus (HIV) infection (AHI) is a highly infectious phase of disease that lasts approximately 2 months and is characterized by nonspecific clinical symptoms. AHI contributes disproportionately to HIV transmission because it is associated with a high level of viremia, despite negative or indeterminate antibody (Ab) tests. Diagnosis of AHI with individual or pooled nucleic acid amplification tests (p-NAAT) can enable infected persons to adopt behaviors that reduce HIV transmission, facilitate partner referral for counseling and testing, and identify social networks of persons with elevated rates of HIV transmission. The national HIV surveillance case definition does not distinguish AHI from other stages of HIV infection, and the frequency of AHI among reported HIV cases is unknown. In 2008, to increase detection of AHI and demonstrate the feasibility of AHI surveillance, the New York City Department of Health and Mental Hygiene (NYC DOHMH) initiated p-NAAT screening at four sexually transmitted disease (STD) clinics and enhanced citywide HIV surveillance (using a standard case definition) to differentiate AHI among newly reported cases. Seventy cases of AHI (representing 1.9% of all 3,635 HIV diagnoses reported in New York City) were identified: 53 cases from enhanced surveillance and 17 cases from p-NAAT screening (representing 9% of 198 HIV diagnoses at the four clinics). Men who have sex with men (MSM) constituted 81% of AHI cases. Screening STD clinic patients, especially MSM, with p-NAAT can identify additional cases of HIV infection. Surveillance for AHI is feasible and can identify circumstances in which HIV prevention efforts should be intensified."
19968839,Antibody drop in newborns congenitally infected by Trypanosoma cruzi treated with benznidazole.,2010,"OBJECTIVE: To compare the drop of Chagas antibody titres between non-infected and congenitally infected newborns treated by two doses of benznidazole, aiming at evaluating the recovery time and giving recommendations regarding serological criteria of recovery. METHODS: During a clinical trial, the drop of Trypanosoma cruzi antibody titres measured by ELISA tests was followed during the first year of life in congenitally infected newborns treated with different doses of benznidazole and compared to T. cruzi antibody titres in non-parasitaemic newborns. Confirmation of recovery was given by two negative serological tests: Chagas Stat-Pak (CSP) (immunochromatography) and Chagatest v3.0 (ELISA). RESULTS: In non-parasitaemic infants of infected mothers, antibodies of maternal origin disappeared in <8 months while in infected infants, T. cruzi antibodies decreased more slowly and disappeared in 9-16 months allowing to confirm the recovery. All CSP tests were negative before the ninth month while about 10% of ELISA tests remained positive at the 12th month. CONCLUSIONS: Recovery may be confirmed in most cases at 10 months. The CSP test was compared to Chagatest v3.0 ELISA and appeared to give a reliable response. The decrease rate of antibodies does not depend on treatment modes."
31863825,Development of a real-time reverse transcription recombinase polymerase amplification assay for rapid detection of spring viremia of carp virus.,2020,"Spring viremia of carp virus (SVCV) is a significant pathogenic agent that can cause large-scale outbreaks of spring viremia of carp (SVC) in many types of fish and bring huge economic losses to the aquaculture industry. A simple and convenient detection method is imperative for SVCV diagnosis. In this study, the real-time reverse transcription recombinase polymerase amplification (RT-RPA) assay was developed and validated. Primers and probe targeting the conserved region of M gene were designed and applied to the real-time RT-RPA assay that performed at 39  degrees C for 20 min. The specificity analysis showed that no cross-reaction with other pathogenic viruses of fish was found, indicating appropriate specificity of the assay. In vitro transcribed RNA standards were used to estimate the sensitivity of the assay and the detection limit was 10(2)copies/reaction. To further evaluate the assay, 65 clinical samples were tested using both real-time RT-RPA assay and real-time RT-PCR method. The same detection results were observed, suggesting the potential application of real-time RT-RPA assay in clinical sample detection. This is the first report on RPA assay for SVCV detection and this new developed assay would be useful in both laboratory and in the field for diagnosis of SVCV."
41550645,Nanoplatforms in sepsis storm: Multimodal synergy for precision immunomodulation and pathogen neutralizations.,2025,"Sepsis, a severe global health challenge characterized by life-threatening organ dysfunction stemming from a dysregulated immune response to drug-resistant pathogens, imposes a substantial disease burden. The intricate nature of sepsis necessitates meticulous drug administration and underscores the urgency for advanced drug delivery strategies. This paper presents a comprehensive overview of recent advancements in nanotechnology-driven therapeutic interventions for sepsis, emphasizing innovative approaches such as stimulus-responsive and nano-drug delivery systems that have been applied to tackle sepsis and its associated complications. Drawing from various theories and mechanistic insights into sepsis pathogenesis, we explore novel therapeutic avenues and their potential integration with nano-delivery systems, considering factors such as the microenvironment. We demonstrate how these nano-delivery systems can enhance treatment accuracy and diversity. Furthermore, the synergy between nanomedicine and emerging technologies like CRISPR, CAR-T therapy, AI, microfluidics, microbiome research, and immunotherapy holds the promise to revolutionize sepsis diagnosis, treatment, and management strategies. However, overcoming pathogen resistance, precisely modulating excessive immune response/immunosuppression, and achieving efficient targeted delivery of nanocarriers in complex pathological environments remain core challenges. Future research needs to focus on the development of smarter and more responsive nanoplatforms and deeply explore their deep integration with multiple cutting-edge technologies in order to advance the clinical translation of precision sepsis diagnosis and treatment."
31806658,Prevention of Bloodstream Infections in Patients Undergoing Hemodialysis.,2020,"Bloodstream infections are an important cause of hospitalizations, morbidity, and mortality in patients receiving hemodialysis. Eliminating bloodstream infections in the hemodialysis setting has been the focus of the Centers for Disease Control and Prevention (CDC) Making Dialysis Safer for Patients Coalition and, more recently, the CDC's partnership with the American Society of Nephrology's Nephrologists Transforming Dialysis Safety Initiative. The majority of vascular access-associated bloodstream infections occur in patients dialyzing with central vein catheters. The CDC's core interventions for bloodstream infection prevention are the gold standard for catheter care in the hemodialysis setting and have been proven to be effective in reducing catheter-associated bloodstream infection. However, in the United States hemodialysis catheter-associated bloodstream infections continue to occur at unacceptable rates, possibly because of lapses in adherence to strict aseptic technique, or additional factors not addressed by the CDC's core interventions. There is a clear need for novel prophylactic therapies. This review highlights the recent advances and includes a discussion about the potential limitations and adverse effects associated with each option."
25916028,"Antimicrobial susceptibility patterns of the gram-negative bacteria isolated from septicemia in Children's Medical Center, Tehran, Iran.",2014,"INTRODUCTION: The choice of antimicrobial treatment for septicemia is often empirical and based on the knowledge of local anti-microbial activity patterns of the most common bacteria causing such bloodstream infections. The current study aimed to study the prevalence of bacterial pathogens causing septicemia and their antimicrobial resistant profiles in hospital admitted patients. METHODS: This cross sectional study done at Children's Medical Center, Tehran, Iran. We examined 168 bacterial strains isolated from 186 clinically diagnosed septicemia cases refereed at Children's Medical Center, Tehran, Iran. Over a period of twelve months from July 2010 to 2011 July. 11446 blood samples from patients of clinically suggestive septicemia were evaluated. RESULTS: Bacterial strains were isolated from 910 (7.95%) of blood cultures. Gram-negative bacteria identified were Pseudomonas species (20.5%), Pseudomonas aeruginosa (1.86%), Salmonella spp (1.09%), Acinetobacter naumannii (8.13%), Escherichia coli (4.06%), Klebsiella spp (5.16%). Gram-negative pathogens were more than gram positive in bloodstream infections. Antimicrobial susceptibility testing was done according to Clinical and Laboratory Standards Institute (CLSI, USA) guidelines against: amikacin ampicillin, amoxicillin, amoxiclav, cefuroxime, cefotaxime, ceftazidime, cefoperazone tetracycline, chloramphenicol, ciprofloxacin, gentamicin. Resistanc to different antibiotics in the most important isolated bacteria were: 32.1%, 10.8%, 87.8%, 96%, 39.1%, 35.2, 49.4%, 69%, 80.02%, 22%, 59%, 30.1% respectively, for Pseudomonas spp, 32%, 3.7%, 84.2%, 83.2%, 80.1%, 75.4%, 44.8%, 45.2%, 33.3%, 19%, 34.1, 11.5% respectively for Acinetobacter species. DISCUSSION: Resistant to majority of the antimicrobial agents for several pathogens implicated in bloodstream infections, particularly in Gram-negative bacteria, can make complication in treatment of infection cause by them."
25521988,Prolonged incubation period in neonatal Pasteurella multocida meningitis and bacteremia.,2014,"Pasteurella multocida, often found as part of the human oral flora and in finger/toenails, also exists in many animals, especially cats, dogs, and pigs. Although rare, pasteurella infection in neonates can cause serious systemic disease, such as meningitis. In this article, a 23-day-old girl presented with decreased appetite and irritability for >2 days. Eighteen days previously her pet cat had jumped onto the left side of her head while she was sleeping. On laboratory data C-reactive protein was high, and on cerebrospinal fluid (CSF) analysis leukocyte count was extremely high, with low glucose and high protein. P. multocida grew out of the blood and CSF cultures, and she was successfully treated with antibiotics for 3 weeks. Although pasteurellosis rarely occurs, it can sometimes lead to life-threatening situations, so parents should exercise caution when having pets around their children."
31859083,Elevated serum procalcitonin predicts Gram-negative bloodstream infections in patients with burns.,2020,"BACKGROUND: Many studies have suggested that procalcitonin can predict bloodstream infection and also distinguish between Gram-negative, Gram-positive and fungal infections after burn. However, up to now, there is no literature on serum procalcitonin level of multidrug-resistant pathogens and non-multidrug-resistant pathogens among Gram-negative bloodstream infections after burn. The purpose of this study is to explore the value of serum procalcitonin in identifying Gram-negative bloodstream infection in patients with febrile critical burn and then to investigate the difference of serum procalcitonin level between multidrug-resistant pathogens and non-multidrug-resistant pathogens among Gram-negative bloodstream infections after burn. METHODS: Patients with febrile critical burn admitted to the burn department of our hospital from 1 January 2014 to 1 August 2018 were retrospectively analysed. Patients with positive blood culture whose blood samples were collected for simultaneous blood culture and procalcitonin testing were enrolled. All strains were identified by an automatic microorganism analyser, and procalcitonin was analysed by an automatic electrochemiluminescence immunoassay. RESULTS: Overall, a total of 119 patients with positive blood culture met the inclusion criteria. There were 64 Gram-negative bacilli, 38 Gram-positive bacteria, 8 C. albicans and 9 polymicrobial bloodstream infections. The median procalcitonin value in Gram-negative bloodstream infections (2.67 ng/mL, interquartile range (IQR) 1.58-6.08) was significantly higher than that in Gram-positive bloodstream infections (1.04 ng/mL, IQR 0.35-1.60, P < 0.01), or C. albicans bloodstream infections (1.09 ng/mL, IQR 0.82-2.30, P < 0.05). Receiver operating characteristic curve (ROC) analysis showed that in addition to polymicrobial bloodstream infections, the area of procalcitonin under the curve distinguishing Gram-negative bloodstream infections from all other blood culture-positive bloodstream infections was 0.761, the best critical value was 1.73 ng/mL, the sensitivity was 73%, the specificity was 74%, the positive predictive value was 80%, the negative predictive value was 67%, The level of procalcitonin was significantly higher in multidrug-resistant Gram-negative bacilli (A. baumannii, Klebsiella pneumoniae and Pseudomonas aeruginosa) (2.76 ng/mL, IQR 2.01-7.76) than in non-multidrug-resistant bacilli (1.01 ng/mL, IQR 0.58-1.56, P < 0.01). CONCLUSION: Elevated serum procalcitonin can identify Gram-negative bloodstream infections in patients with febrile critical burn. In Gram-negative bloodstream infections, high procalcitonin levels may be associated with multidrug-resistant Gram-negative bacilli (A. baumannii, K. pneumoniae and P. aeruginosa)."
41475067,Shared inflammation in takotsubo syndrome and sepsis: Lipocalin-2 mediates neutrophil infiltration and cardiac damage.,2026,"BACKGROUND: Takotsubo syndrome (TTS) and sepsis often co-occur with poor outcomes, yet their underlying molecular mechanisms remain to be elucidated. Transcriptomic analysis is employed to detect diagnostic biomarkers and reveal shared pathophysiological mechanisms in sepsis-associated TTS. METHODS: Myocardial gene expression data (TTS, sepsis, and controls) from GEO were analyzed to identify shared differentially expressed genes. WGCNA and PPI networks were used for candidate gene selection. Key genes were further refined using random forest and LASSO algorithms. Immune cell infiltration was assessed using CIBERSORT. Myocardial injury and gene expression in rat models were evaluated using HE staining, TUNEL assay, immunohistochemistry, qPCR, and Western blotting. Clinical validation was conducted using plasma samples from the China TTS Registry. t-tests and ANOVA were conducted via GraphPad Prism 8 software. A P-value < 0.05 was considered statistically significant. RESULTS: Lipocalin-2 (LCN2) was recognized as an important biomarker through WGCNA, PPI network analysis, and machine learning algorithms, showing strong predictive performance. Its expression was significantly associated with neutrophil infiltration and myocardial injury in TTS. Consistent with the bioinformatics findings, the TTS-sepsis comorbidity model showed elevated mRNA and protein levels of LCN2 in myocardial tissue, accompanied by increased neutrophil infiltration and severe cardiac injury. Clinical validation confirmed elevated plasma LCN2 levels in patients with sepsis-associated TTS, correlating with neutrophil counts, NT-proBNP, and cTnI levels. CONCLUSION: LCN2 is identified as a key inflammatory mediator linking neutrophil-driven inflammation to myocardial injury in sepsis-associated TTS, with dual potential as a diagnostic biomarker and therapeutic target."
25519876,High serum 25-hydroxyvitamin D levels are associated with pediatric sepsis.,2014,"Despite major advances in intensive care, sepsis continues to be a major cause of morbidity and mortality. Vitamin D is involved in various physiologic functions, including cellular responses during infection and inflammation. The aim of this study was to evaluate diagnostic value of 25-hydroxyvitamin D in childhood sepsis because it can be fatal if diagnosis delayed. The study included 40 children with sepsis and 20 children without sepsis (control group). We included only the patients with high probable sepsis, judged by clinical and laboratory findings, including positive blood culture. Blood samples were collected from patients with sepsis before treatment (pre-treatment group) and 48-72 hours later (post-treatment group). Treatment varied from ampicillin-sulbactam to cephalosporin. Blood samples were collected from control group once on admission. Serum 25-hydroxyvitamin D levels were significantly higher in sepsis (pre-treatment group) than control group (74 +/- 8 ng/ml vs. 28 +/- 12 ng/ml, p = 0.01) and the serum 25-hydroxyvitamin D levels were decreased to 44 +/- 5 ng/ml (p = 0.01) after treatment. Moreover, we found significant positive correlation between 25-hydroxyvitamin D and each of well-know sepsis markers, C-reactive protein, tumor necrosis factor-alpha and interleukin-6. A cut-off point of 20 ng/mL for serum 25-hydroxyvitamin D showed 84% sensitivity and 76% specificity for sepsis diagnosis. This is the first study evaluating the diagnostic role of vitamin D in pediatric sepsis, thereby suggesting that serum 25-hydroxyvitamin D level can be used as a diagnostic marker for sepsis with high sensitivity and specificity."
41469754,Immune cell profiling supports early prediction of sepsis-associated acute kidney disease using a decision tree algorithm.,2025,"Sepsis is a major cause of acute kidney injury, progressing to sepsis-associated acute kidney disease (SA-AKD). This study explores SA-AKD prediction by combining immune cell profiling. Peripheral immune cell expression and phenotypes were analyzed in sepsis patients without (n = 97) and with (n = 41) SA-AKD, admitted to a hospital (2020-2022). Blood urea nitrogen and creatinine levels were measured, and a decision tree (DT)-based model was used to evaluate their predictive power in the training (n = 106) and validation (n = 32) cohorts. The DT model, incorporating naive Treg and CD56(dim) NK cells along with clinical parameters, showed high accuracy in predicting SA-AKD. The model using blood urea nitrogen as the first node reached 89.62% accuracy (sensitivity: 94.4% and specificity: 87.14%; area under the curve = 0.91). The model starting with creatinine showed 89.62% accuracy. Validation results confirmed an 81.25% accuracy. Profiling specific immune cells may enable pre-evaluation of SA-AKD."
